City,Category,Jaccard,b1_stars,b2_stars,b1_rev,b2_rev,b1_id,b2_id
Philadelphia,Restaurants,0.009501187648456057,4.5,4.5,579,1121,8910652,8913682
Philadelphia,Restaurants,0.010243277848911651,4.5,4.0,579,210,8910652,8913802
Philadelphia,Restaurants,0.0050150451354062184,4.5,4.5,579,423,8910652,8913818
Philadelphia,Restaurants,0.01487603305785124,4.5,4.0,579,35,8910652,8914115
Philadelphia,Restaurants,0.00904977375565611,4.5,3.5,579,90,8910652,8914201
Philadelphia,Restaurants,0.023076923076923078,4.5,4.0,579,618,8910652,8914292
Philadelphia,Restaurants,0.02976190476190476,4.5,4.0,579,286,8910652,8914450
Philadelphia,Restaurants,0.005973715651135006,4.5,4.0,579,263,8910652,8914456
Philadelphia,Restaurants,0.009433962264150943,4.5,3.5,579,63,8910652,8914508
Philadelphia,Restaurants,0.014827018121911038,4.5,3.5,579,653,8910652,8914617
Philadelphia,Restaurants,0.017220172201722016,4.5,4.5,579,248,8910652,8914618
Philadelphia,Restaurants,0.01276595744680851,4.5,4.5,579,135,8910652,8914668
Philadelphia,Restaurants,0.0077279752704791345,4.5,4.0,579,73,8910652,8914706
Philadelphia,Restaurants,0.00816326530612245,4.5,3.5,579,162,8910652,8914733
Philadelphia,Restaurants,0.012658227848101266,4.5,3.0,579,221,8910652,8915189
Philadelphia,Restaurants,0.011661807580174927,4.5,2.5,579,115,8910652,8915254
Philadelphia,Restaurants,0.027479091995221028,4.5,3.5,579,1141,8910652,8915262
Philadelphia,Restaurants,0.01284796573875803,4.5,3.5,579,367,8910652,8915320
Philadelphia,Restaurants,0.020656136087484813,4.5,4.0,579,261,8910652,8916029
Philadelphia,Restaurants,0.022279348757497857,4.5,4.0,579,614,8910652,8916040
Philadelphia,Restaurants,0.011834319526627219,4.5,3.5,579,618,8910652,8916061
Philadelphia,Restaurants,0.020164301717699777,4.5,3.5,579,787,8910652,8916282
Philadelphia,Restaurants,0.028169014084507043,4.5,3.5,579,443,8910652,8916381
Philadelphia,Restaurants,0.010401188707280832,4.5,4.0,579,101,8910652,8916606
Philadelphia,Restaurants,0.011661807580174927,4.5,4.0,579,115,8910652,8916759
Philadelphia,Restaurants,0.02796352583586626,4.5,3.5,579,1112,8910652,8916870
Philadelphia,Restaurants,0.012958963282937365,3.5,4.0,209,729,8910869,8910923
Philadelphia,Restaurants,0.021176470588235293,3.5,3.0,209,225,8910869,8911117
Philadelphia,Restaurants,0.01589242053789731,3.5,4.0,209,622,8910869,8911175
Philadelphia,Restaurants,0.014842300556586271,3.5,4.0,209,338,8910869,8911232
Philadelphia,Restaurants,0.01644736842105263,3.5,3.5,209,100,8910869,8911314
Philadelphia,Restaurants,0.03153153153153153,3.5,4.0,209,249,8910869,8911906
Philadelphia,Restaurants,0.012364760432766615,3.5,3.5,209,446,8910869,8912034
Philadelphia,Restaurants,0.012526096033402923,3.5,2.5,209,276,8910869,8912202
Philadelphia,Restaurants,0.026385224274406333,3.5,3.5,209,180,8910869,8912314
Philadelphia,Restaurants,0.03728813559322034,3.5,3.5,209,97,8910869,8912453
Philadelphia,Restaurants,0.0189873417721519,3.5,3.5,209,113,8910869,8912521
Philadelphia,Restaurants,0.01267605633802817,3.5,4.5,209,510,8910869,8912696
Philadelphia,Restaurants,0.02178217821782178,3.5,3.5,209,307,8910869,8912747
Philadelphia,Restaurants,0.013782542113323124,3.5,3.5,209,453,8910869,8912751
Philadelphia,Restaurants,0.009689922480620155,3.5,3.0,209,312,8910869,8912790
Philadelphia,Restaurants,0.025423728813559324,3.5,4.0,209,154,8910869,8912997
Philadelphia,Restaurants,0.021890547263681594,3.5,4.0,209,818,8910869,8913089
Philadelphia,Restaurants,0.021645021645021644,3.5,3.0,209,27,8910869,8913226
Philadelphia,Restaurants,0.010624169986719787,3.5,4.0,209,552,8910869,8913343
Philadelphia,Restaurants,0.015734265734265736,3.5,4.5,209,372,8910869,8913657
Philadelphia,Restaurants,0.009104704097116844,3.5,4.5,209,1121,8910869,8913682
Philadelphia,Restaurants,0.020987654320987655,3.5,4.0,209,618,8910869,8914292
Philadelphia,Restaurants,0.026970954356846474,3.5,4.0,209,286,8910869,8914450
Philadelphia,Restaurants,0.022556390977443608,3.5,3.5,209,63,8910869,8914508
Philadelphia,Restaurants,0.010550996483001172,3.5,3.5,209,653,8910869,8914617
Philadelphia,Restaurants,0.01718213058419244,3.5,3.5,209,87,8910869,8914899
Philadelphia,Restaurants,0.02040816326530612,3.5,3.5,209,1141,8910869,8915262
Philadelphia,Restaurants,0.010526315789473684,3.5,3.5,209,367,8910869,8915320
Philadelphia,Restaurants,0.010752688172043012,3.5,4.0,209,261,8910869,8916029
Philadelphia,Restaurants,0.012300123001230012,3.5,4.0,209,614,8910869,8916040
Philadelphia,Restaurants,0.012239902080783354,3.5,3.5,209,618,8910869,8916061
Philadelphia,Restaurants,0.00911854103343465,3.5,3.5,209,787,8910869,8916282
Philadelphia,Restaurants,0.0219435736677116,3.5,3.5,209,443,8910869,8916381
Philadelphia,Restaurants,0.012260536398467433,3.5,3.5,209,1112,8910869,8916870
Philadelphia,Restaurants,0.009523809523809525,4.0,3.0,729,225,8910923,8911117
Philadelphia,Restaurants,0.009715994020926755,4.0,4.0,729,622,8910923,8911175
Philadelphia,Restaurants,0.015223596574690771,4.0,4.0,729,338,8910923,8911232
Philadelphia,Restaurants,0.007290400972053463,4.0,3.5,729,100,8910923,8911314
Philadelphia,Restaurants,0.006345177664974619,4.0,4.0,729,64,8910923,8911599
Philadelphia,Restaurants,0.006009615384615385,4.0,4.0,729,108,8910923,8911800
Philadelphia,Restaurants,0.008247422680412371,4.0,4.0,729,249,8910923,8911906
Philadelphia,Restaurants,0.009450171821305841,4.0,3.5,729,446,8910923,8912034
Philadelphia,Restaurants,0.007151370679380214,4.0,3.5,729,116,8910923,8912087
Philadelphia,Restaurants,0.0070140280561122245,4.0,2.5,729,276,8910923,8912202
Philadelphia,Restaurants,0.006644518272425249,4.0,3.5,729,180,8910923,8912314
Philadelphia,Restaurants,0.009365244536940686,4.0,4.5,729,241,8910923,8912425
Philadelphia,Restaurants,0.0060901339829476245,4.0,3.5,729,97,8910923,8912453
Philadelphia,Restaurants,0.011417697431018078,4.0,3.0,729,334,8910923,8912475
Philadelphia,Restaurants,0.005973715651135006,4.0,3.5,729,113,8910923,8912521
Philadelphia,Restaurants,0.02059308072487644,4.0,4.5,729,510,8910923,8912696
Philadelphia,Restaurants,0.005825242718446602,4.0,3.5,729,307,8910923,8912747
Philadelphia,Restaurants,0.015463917525773196,4.0,3.5,729,453,8910923,8912751
Philadelphia,Restaurants,0.014619883040935672,4.0,3.0,729,312,8910923,8912790
Philadelphia,Restaurants,0.007371007371007371,4.0,5.0,729,91,8910923,8912813
Philadelphia,Restaurants,0.0056947608200455585,4.0,4.0,729,154,8910923,8912997
Philadelphia,Restaurants,0.03498190591073583,4.0,3.5,729,129,8910923,8913059
Philadelphia,Restaurants,0.006230529595015576,4.0,4.0,729,240,8910923,8913062
Philadelphia,Restaurants,0.015758371634931056,4.0,4.0,729,818,8910923,8913089
Philadelphia,Restaurants,0.007729468599033816,4.0,4.0,729,314,8910923,8913292
Philadelphia,Restaurants,0.0297427652733119,4.0,4.0,729,552,8910923,8913343
Philadelphia,Restaurants,0.011948529411764705,4.0,4.5,729,372,8910923,8913657
Philadelphia,Restaurants,0.02153506350082827,4.0,4.5,729,1121,8910923,8913682
Philadelphia,Restaurants,0.016304347826086956,4.0,4.5,729,206,8910923,8913737
Philadelphia,Restaurants,0.0075107296137339056,4.0,4.0,729,210,8910923,8913802
Philadelphia,Restaurants,0.022182786157941437,4.0,4.5,729,423,8910923,8913818
Philadelphia,Restaurants,0.012437810945273632,4.0,3.0,729,85,8910923,8913851
Philadelphia,Restaurants,0.009174311926605505,4.0,3.5,729,151,8910923,8913895
Philadelphia,Restaurants,0.0079155672823219,4.0,4.0,729,35,8910923,8914115
Philadelphia,Restaurants,0.017371601208459216,4.0,4.0,729,618,8910923,8914292
Philadelphia,Restaurants,0.013986013986013986,4.0,4.0,729,286,8910923,8914450
Philadelphia,Restaurants,0.012454212454212455,4.0,3.5,729,653,8910923,8914617
Philadelphia,Restaurants,0.012435233160621761,4.0,4.5,729,248,8910923,8914618
Philadelphia,Restaurants,0.0063371356147021544,4.0,4.5,729,65,8910923,8914757
Philadelphia,Restaurants,0.007159904534606206,4.0,2.5,729,115,8910923,8915254
Philadelphia,Restaurants,0.0212998361551065,4.0,3.5,729,1141,8910923,8915262
Philadelphia,Restaurants,0.010138248847926268,4.0,3.5,729,367,8910923,8915320
Philadelphia,Restaurants,0.006459948320413436,4.0,2.5,729,50,8910923,8915351
Philadelphia,Restaurants,0.005399568034557235,4.0,4.5,729,202,8910923,8915361
Philadelphia,Restaurants,0.006476683937823834,4.0,4.0,729,48,8910923,8915445
Philadelphia,Restaurants,0.006009615384615385,4.0,4.0,729,108,8910923,8915497
Philadelphia,Restaurants,0.005336179295624333,4.0,4.5,729,213,8910923,8915577
Philadelphia,Restaurants,0.012057272042200452,4.0,4.0,729,614,8910923,8916040
Philadelphia,Restaurants,0.0052238805970149255,4.0,3.5,729,618,8910923,8916061
Philadelphia,Restaurants,0.012016021361815754,4.0,3.5,729,787,8910923,8916282
Philadelphia,Restaurants,0.010344827586206896,4.0,3.5,729,443,8910923,8916381
Philadelphia,Restaurants,0.01825221238938053,4.0,3.5,729,1112,8910923,8916870
Philadelphia,Restaurants,0.005141388174807198,2.5,3.5,32,1141,8910962,8915262
Philadelphia,Restaurants,0.007416563658838072,4.5,4.0,193,622,8911004,8911175
Philadelphia,Restaurants,0.011655011655011656,4.5,4.5,193,241,8911004,8912425
Philadelphia,Restaurants,0.009578544061302681,4.5,3.0,193,334,8911004,8912475
Philadelphia,Restaurants,0.010057471264367816,4.5,4.5,193,510,8911004,8912696
Philadelphia,Restaurants,0.0078003120124804995,4.5,3.5,193,453,8911004,8912751
Philadelphia,Restaurants,0.007976071784646061,4.5,4.0,193,818,8911004,8913089
Philadelphia,Restaurants,0.006756756756756757,4.5,4.0,193,552,8911004,8913343
Philadelphia,Restaurants,0.018604651162790697,4.5,4.5,193,1121,8911004,8913682
Philadelphia,Restaurants,0.019083969465648856,4.5,4.0,193,74,8911004,8914483
Philadelphia,Restaurants,0.003762227238525207,4.5,3.5,193,1141,8911004,8915262
Philadelphia,Restaurants,0.007722007722007722,4.5,3.5,193,1112,8911004,8916870
Philadelphia,Restaurants,0.005549389567147614,3.5,4.0,88,818,8911111,8913089
Philadelphia,Restaurants,0.010914051841746248,3.5,3.5,88,653,8911111,8914617
Philadelphia,Restaurants,0.01749271137026239,3.5,4.0,88,261,8911111,8916029
Philadelphia,Restaurants,0.010739856801909307,3.0,4.0,225,622,8911117,8911175
Philadelphia,Restaurants,0.010771992818671455,3.0,4.0,225,338,8911117,8911232
Philadelphia,Restaurants,0.010660980810234541,3.0,4.0,225,249,8911117,8911906
Philadelphia,Restaurants,0.0213089802130898,3.0,3.5,225,446,8911117,8912034
Philadelphia,Restaurants,0.018292682926829267,3.0,2.5,225,276,8911117,8912202
Philadelphia,Restaurants,0.021929824561403508,3.0,4.5,225,241,8911117,8912425
Philadelphia,Restaurants,0.02875399361022364,3.0,3.5,225,97,8911117,8912453
Philadelphia,Restaurants,0.015015015015015015,3.0,3.5,225,113,8911117,8912521
Philadelphia,Restaurants,0.019417475728155338,3.0,4.5,225,510,8911117,8912696
Philadelphia,Restaurants,0.02111324376199616,3.0,3.5,225,307,8911117,8912747
Philadelphia,Restaurants,0.014970059880239521,3.0,3.5,225,453,8911117,8912751
Philadelphia,Restaurants,0.0160857908847185,3.0,4.0,225,154,8911117,8912997
Philadelphia,Restaurants,0.01557935735150925,3.0,4.0,225,818,8911117,8913089
Philadelphia,Restaurants,0.02236842105263158,3.0,4.0,225,552,8911117,8913343
Philadelphia,Restaurants,0.008445945945945946,3.0,4.5,225,372,8911117,8913657
Philadelphia,Restaurants,0.008995502248875561,3.0,4.5,225,1121,8911117,8913682
Philadelphia,Restaurants,0.02005730659025788,3.0,3.0,225,131,8911117,8914083
Philadelphia,Restaurants,0.019347037484885126,3.0,4.0,225,618,8911117,8914292
Philadelphia,Restaurants,0.01996007984031936,3.0,4.0,225,286,8911117,8914450
Philadelphia,Restaurants,0.015028901734104046,3.0,3.5,225,653,8911117,8914617
Philadelphia,Restaurants,0.02245508982035928,3.0,3.5,225,1141,8911117,8915262
Philadelphia,Restaurants,0.008517887563884156,3.0,3.5,225,367,8911117,8915320
Philadelphia,Restaurants,0.011547344110854504,3.0,4.5,225,213,8911117,8915577
Philadelphia,Restaurants,0.014613778705636743,3.0,4.0,225,261,8911117,8916029
Philadelphia,Restaurants,0.013285024154589372,3.0,4.0,225,614,8911117,8916040
Philadelphia,Restaurants,0.008373205741626795,3.0,3.5,225,618,8911117,8916061
Philadelphia,Restaurants,0.014028056112224449,3.0,3.5,225,787,8911117,8916282
Philadelphia,Restaurants,0.018292682926829267,3.0,3.5,225,443,8911117,8916381
Philadelphia,Restaurants,0.010582010582010581,3.0,3.5,225,1112,8911117,8916870
Philadelphia,Restaurants,0.012658227848101266,4.0,4.0,622,338,8911175,8911232
Philadelphia,Restaurants,0.010309278350515464,4.0,4.0,622,64,8911175,8911599
Philadelphia,Restaurants,0.022300469483568074,4.0,4.0,622,249,8911175,8911906
Philadelphia,Restaurants,0.00945179584120983,4.0,3.5,622,446,8911175,8912034
Philadelphia,Restaurants,0.007856341189674524,4.0,2.5,622,276,8911175,8912202
Philadelphia,Restaurants,0.010075566750629723,4.0,3.5,622,180,8911175,8912314
Philadelphia,Restaurants,0.01410105757931845,4.0,4.5,622,241,8911175,8912425
Philadelphia,Restaurants,0.008415147265077139,4.0,3.5,622,97,8911175,8912453
Philadelphia,Restaurants,0.01164021164021164,4.0,3.0,622,334,8911175,8912475
Philadelphia,Restaurants,0.009615384615384616,4.0,3.5,622,113,8911175,8912521
Philadelphia,Restaurants,0.01981981981981982,4.0,4.5,622,510,8911175,8912696
Philadelphia,Restaurants,0.014192139737991267,4.0,3.5,622,307,8911175,8912747
Philadelphia,Restaurants,0.011288805268109126,4.0,3.5,622,453,8911175,8912751
Philadelphia,Restaurants,0.005382131324004306,4.0,3.0,622,312,8911175,8912790
Philadelphia,Restaurants,0.007062146892655367,4.0,5.0,622,91,8911175,8912813
Philadelphia,Restaurants,0.006925207756232687,4.0,3.5,622,105,8911175,8912926
Philadelphia,Restaurants,0.010416666666666666,4.0,4.0,622,154,8911175,8912997
Philadelphia,Restaurants,0.008187134502923977,4.0,4.0,622,240,8911175,8913062
Philadelphia,Restaurants,0.04046242774566474,4.0,4.0,622,818,8911175,8913089
Philadelphia,Restaurants,0.0075282308657465494,4.0,4.0,622,181,8911175,8913222
Philadelphia,Restaurants,0.012987012987012988,4.0,4.0,622,314,8911175,8913292
Philadelphia,Restaurants,0.007541478129713424,4.0,4.5,622,46,8911175,8913310
Philadelphia,Restaurants,0.028921998247151623,4.0,4.0,622,552,8911175,8913343
Philadelphia,Restaurants,0.013251783893985729,4.0,4.5,622,372,8911175,8913657
Philadelphia,Restaurants,0.01929824561403509,4.0,4.5,622,1121,8911175,8913682
Philadelphia,Restaurants,0.008484848484848486,4.0,4.0,622,210,8911175,8913802
Philadelphia,Restaurants,0.007714561234329798,4.0,4.5,622,423,8911175,8913818
Philadelphia,Restaurants,0.011419249592169658,4.0,4.0,622,618,8911175,8914292
Philadelphia,Restaurants,0.01452513966480447,4.0,4.0,622,286,8911175,8914450
Philadelphia,Restaurants,0.007972665148063782,4.0,4.0,622,263,8911175,8914456
Philadelphia,Restaurants,0.007352941176470588,4.0,3.5,622,63,8911175,8914508
Philadelphia,Restaurants,0.010301109350237718,4.0,3.5,622,653,8911175,8914617
Philadelphia,Restaurants,0.012805587892898719,4.0,4.5,622,248,8911175,8914618
Philadelphia,Restaurants,0.006648936170212766,4.0,4.5,622,135,8911175,8914668
Philadelphia,Restaurants,0.007246376811594203,4.0,4.0,622,73,8911175,8914706
Philadelphia,Restaurants,0.007102272727272727,4.0,3.5,622,87,8911175,8914899
Philadelphia,Restaurants,0.0059665871121718375,4.0,3.0,622,221,8911175,8915189
Philadelphia,Restaurants,0.008207934336525308,4.0,2.5,622,115,8911175,8915254
Philadelphia,Restaurants,0.017311021350259664,4.0,3.5,622,1141,8911175,8915262
Philadelphia,Restaurants,0.010214504596527068,4.0,3.5,622,367,8911175,8915320
Philadelphia,Restaurants,0.006105006105006105,4.0,4.5,622,202,8911175,8915361
Philadelphia,Restaurants,0.011454753722794959,4.0,4.0,622,261,8911175,8916029
Philadelphia,Restaurants,0.012285012285012284,4.0,4.0,622,614,8911175,8916040
Philadelphia,Restaurants,0.013071895424836602,4.0,3.5,622,618,8911175,8916061
Philadelphia,Restaurants,0.009009009009009009,4.0,4.5,622,50,8911175,8916266
Philadelphia,Restaurants,0.015129682997118156,4.0,3.5,622,787,8911175,8916282
Philadelphia,Restaurants,0.010436432637571158,4.0,3.5,622,443,8911175,8916381
Philadelphia,Restaurants,0.008368200836820083,4.0,4.0,622,101,8911175,8916606
Philadelphia,Restaurants,0.009589041095890411,4.0,4.0,622,115,8911175,8916759
Philadelphia,Restaurants,0.015817223198594025,4.0,3.5,622,1112,8911175,8916870
Philadelphia,Restaurants,0.015945330296127564,4.0,4.0,338,108,8911232,8911800
Philadelphia,Restaurants,0.010327022375215147,4.0,4.0,338,249,8911232,8911906
Philadelphia,Restaurants,0.010309278350515464,4.0,3.5,338,446,8911232,8912034
Philadelphia,Restaurants,0.009868421052631578,4.0,2.5,338,276,8911232,8912202
Philadelphia,Restaurants,0.01768172888015717,4.0,3.5,338,180,8911232,8912314
Philadelphia,Restaurants,0.01757469244288225,4.0,4.5,338,241,8911232,8912425
Philadelphia,Restaurants,0.009009009009009009,4.0,3.0,338,334,8911232,8912475
Philadelphia,Restaurants,0.010727056019070322,4.0,4.5,338,510,8911232,8912696
Philadelphia,Restaurants,0.016709511568123392,4.0,3.5,338,453,8911232,8912751
Philadelphia,Restaurants,0.015817223198594025,4.0,4.0,338,818,8911232,8913089
Philadelphia,Restaurants,0.012468827930174564,4.0,4.5,338,68,8911232,8913113
Philadelphia,Restaurants,0.0077279752704791345,4.0,4.0,338,314,8911232,8913292
Philadelphia,Restaurants,0.014823261117445839,4.0,4.0,338,552,8911232,8913343
Philadelphia,Restaurants,0.00995732574679943,4.0,4.5,338,372,8911232,8913657
Philadelphia,Restaurants,0.012491325468424705,4.0,4.5,338,1121,8911232,8913682
Philadelphia,Restaurants,0.012939001848428836,4.0,4.0,338,210,8911232,8913802
Philadelphia,Restaurants,0.01702127659574468,4.0,4.0,338,618,8911232,8914292
Philadelphia,Restaurants,0.009708737864077669,4.0,4.0,338,286,8911232,8914450
Philadelphia,Restaurants,0.008389261744966443,4.0,4.0,338,263,8911232,8914456
Philadelphia,Restaurants,0.011224489795918367,4.0,3.5,338,653,8911232,8914617
Philadelphia,Restaurants,0.010344827586206896,4.0,4.5,338,248,8911232,8914618
Philadelphia,Restaurants,0.01440329218106996,4.0,3.5,338,1141,8911232,8915262
Philadelphia,Restaurants,0.011235955056179775,4.0,4.5,338,202,8911232,8915361
Philadelphia,Restaurants,0.01011804384485666,4.0,4.0,338,261,8911232,8916029
Philadelphia,Restaurants,0.00847457627118644,4.0,4.0,338,614,8911232,8916040
Philadelphia,Restaurants,0.00631578947368421,4.0,3.5,338,618,8911232,8916061
Philadelphia,Restaurants,0.006261180679785331,4.0,3.5,338,787,8911232,8916282
Philadelphia,Restaurants,0.014285714285714285,4.0,3.5,338,443,8911232,8916381
Philadelphia,Restaurants,0.013277428371767994,4.0,3.5,338,1112,8911232,8916870
Philadelphia,Restaurants,0.03333333333333333,3.5,3.0,100,334,8911314,8912475
Philadelphia,Restaurants,0.008791208791208791,3.5,4.0,100,818,8911314,8913089
Philadelphia,Restaurants,0.03759398496240601,3.5,4.0,100,314,8911314,8913292
Philadelphia,Restaurants,0.013996889580093312,3.5,4.0,100,552,8911314,8913343
Philadelphia,Restaurants,0.015053763440860216,3.5,4.5,100,372,8911314,8913657
Philadelphia,Restaurants,0.0049382716049382715,3.5,4.5,100,1121,8911314,8913682
Philadelphia,Restaurants,0.0070126227208976155,3.5,4.0,100,618,8911314,8914292
Philadelphia,Restaurants,0.0066844919786096255,3.5,3.5,100,653,8911314,8914617
Philadelphia,Restaurants,0.02654867256637168,3.5,4.5,100,248,8911314,8914618
Philadelphia,Restaurants,0.028846153846153848,3.5,3.0,100,221,8911314,8915189
Philadelphia,Restaurants,0.03864734299516908,3.5,2.5,100,115,8911314,8915254
Philadelphia,Restaurants,0.007052186177715092,3.5,4.0,100,614,8911314,8916040
Philadelphia,Restaurants,0.04895104895104895,3.5,4.5,100,50,8911314,8916266
Philadelphia,Restaurants,0.010842368640533779,3.5,3.5,100,1112,8911314,8916870
Philadelphia,Restaurants,0.004173622704507512,3.5,3.5,62,1141,8911393,8915262
Philadelphia,Restaurants,0.015306122448979591,4.0,3.0,64,334,8911599,8912475
Philadelphia,Restaurants,0.013404825737265416,4.0,4.0,64,314,8911599,8913292
Philadelphia,Restaurants,0.01037037037037037,4.0,4.0,64,618,8911599,8914292
Philadelphia,Restaurants,0.03260869565217391,4.0,3.0,64,221,8911599,8915189
Philadelphia,Restaurants,0.007429420505200594,4.0,4.0,64,614,8911599,8916040
Philadelphia,Restaurants,0.007712082262210797,4.0,3.5,64,1112,8911599,8916870
Philadelphia,Restaurants,0.008741258741258742,4.0,4.5,67,510,8911637,8912696
Philadelphia,Restaurants,0.027906976744186046,4.0,4.0,67,154,8911637,8912997
Philadelphia,Restaurants,0.011312217194570135,4.0,4.5,67,380,8911637,8913597
Philadelphia,Restaurants,0.00422654268808115,4.0,4.5,67,1121,8911637,8913682
Philadelphia,Restaurants,0.006993006993006993,4.0,3.5,67,653,8911637,8914617
Philadelphia,Restaurants,0.008433734939759036,3.5,3.5,184,653,8911665,8914617
Philadelphia,Restaurants,0.003787878787878788,3.5,3.5,184,1141,8911665,8915262
Philadelphia,Restaurants,0.023809523809523808,3.5,4.5,184,31,8911665,8915890
Philadelphia,Restaurants,0.010719754977029096,4.0,4.0,108,552,8911800,8913343
Philadelphia,Restaurants,0.011522633744855968,4.0,4.5,108,1121,8911800,8913682
Philadelphia,Restaurants,0.00411522633744856,4.0,3.5,108,1112,8911800,8916870
Philadelphia,Restaurants,0.008361204013377926,4.0,4.5,93,510,8911836,8912696
Philadelphia,Restaurants,0.029166666666666667,4.0,4.0,93,154,8911836,8912997
Philadelphia,Restaurants,0.009472259810554804,4.0,3.5,93,653,8911836,8914617
Philadelphia,Restaurants,0.004885993485342019,4.0,3.5,93,1141,8911836,8915262
Philadelphia,Restaurants,0.009416195856873822,4.0,3.5,93,443,8911836,8916381
Philadelphia,Restaurants,0.005843071786310518,4.0,3.5,93,1112,8911836,8916870
Philadelphia,Restaurants,0.003968253968253968,3.0,3.5,124,1141,8911864,8915262
Philadelphia,Restaurants,0.013157894736842105,3.0,4.0,124,261,8911864,8916029
Philadelphia,Restaurants,0.00819672131147541,3.0,4.0,124,614,8911864,8916040
Philadelphia,Restaurants,0.005518763796909493,3.0,3.5,124,787,8911864,8916282
Philadelphia,Restaurants,0.014311270125223614,3.0,3.5,124,443,8911864,8916381
Philadelphia,Restaurants,0.010174418604651164,4.0,3.5,249,446,8911906,8912034
Philadelphia,Restaurants,0.013888888888888888,4.0,3.5,249,116,8911906,8912087
Philadelphia,Restaurants,0.011560693641618497,4.0,2.5,249,276,8911906,8912202
Philadelphia,Restaurants,0.010309278350515464,4.0,4.5,249,241,8911906,8912425
Philadelphia,Restaurants,0.01466275659824047,4.0,3.5,249,97,8911906,8912453
Philadelphia,Restaurants,0.00865051903114187,4.0,3.0,249,334,8911906,8912475
Philadelphia,Restaurants,0.04927536231884058,4.0,3.5,249,113,8911906,8912521
Philadelphia,Restaurants,0.012,4.0,4.5,249,510,8911906,8912696
Philadelphia,Restaurants,0.014598540145985401,4.0,3.5,249,307,8911906,8912747
Philadelphia,Restaurants,0.011527377521613832,4.0,3.5,249,453,8911906,8912751
Philadelphia,Restaurants,0.012422360248447204,4.0,4.0,249,240,8911906,8913062
Philadelphia,Restaurants,0.021052631578947368,4.0,4.0,249,818,8911906,8913089
Philadelphia,Restaurants,0.010771992818671455,4.0,4.0,249,314,8911906,8913292
Philadelphia,Restaurants,0.013924050632911392,4.0,4.0,249,552,8911906,8913343
Philadelphia,Restaurants,0.008836524300441826,4.0,4.5,249,1121,8911906,8913682
Philadelphia,Restaurants,0.017738359201773836,4.0,4.0,249,210,8911906,8913802
Philadelphia,Restaurants,0.016412661195779603,4.0,4.0,249,618,8911906,8914292
Philadelphia,Restaurants,0.010526315789473684,4.0,4.0,249,231,8911906,8914396
Philadelphia,Restaurants,0.015180265654648957,4.0,4.0,249,286,8911906,8914450
Philadelphia,Restaurants,0.009861932938856016,4.0,4.0,249,263,8911906,8914456
Philadelphia,Restaurants,0.016286644951140065,4.0,3.5,249,63,8911906,8914508
Philadelphia,Restaurants,0.005574136008918618,4.0,3.5,249,653,8911906,8914617
Philadelphia,Restaurants,0.01016260162601626,4.0,4.5,249,248,8911906,8914618
Philadelphia,Restaurants,0.01511879049676026,4.0,3.0,249,221,8911906,8915189
Philadelphia,Restaurants,0.013927576601671309,4.0,2.5,249,115,8911906,8915254
Philadelphia,Restaurants,0.016825164594001463,4.0,3.5,249,1141,8911906,8915262
Philadelphia,Restaurants,0.008183306055646482,4.0,3.5,249,367,8911906,8915320
Philadelphia,Restaurants,0.009900990099009901,4.0,4.0,249,261,8911906,8916029
Philadelphia,Restaurants,0.021301775147928994,4.0,4.0,249,614,8911906,8916040
Philadelphia,Restaurants,0.011668611435239206,4.0,3.5,249,618,8911906,8916061
Philadelphia,Restaurants,0.010731707317073172,4.0,3.5,249,787,8911906,8916282
Philadelphia,Restaurants,0.011695906432748537,4.0,3.5,249,443,8911906,8916381
Philadelphia,Restaurants,0.014124293785310734,4.0,2.5,249,110,8911906,8916632
Philadelphia,Restaurants,0.014914243102162566,4.0,3.5,249,1112,8911906,8916870
Philadelphia,Restaurants,0.012437810945273632,4.0,4.5,27,380,8911963,8913597
Philadelphia,Restaurants,0.032467532467532464,4.0,4.0,88,71,8912011,8915804
Philadelphia,Restaurants,0.01079136690647482,3.5,3.5,446,116,8912034,8912087
Philadelphia,Restaurants,0.012622720897615708,3.5,2.5,446,276,8912034,8912202
Philadelphia,Restaurants,0.009025270758122744,3.5,3.5,446,113,8912034,8912521
Philadelphia,Restaurants,0.008438818565400843,3.5,4.5,446,510,8912034,8912696
Philadelphia,Restaurants,0.0066844919786096255,3.5,3.5,446,307,8912034,8912747
Philadelphia,Restaurants,0.016968325791855202,3.5,3.5,446,453,8912034,8912751
Philadelphia,Restaurants,0.006640106241699867,3.5,3.0,446,312,8912034,8912790
Philadelphia,Restaurants,0.006369426751592357,3.5,4.0,446,818,8912034,8913089
Philadelphia,Restaurants,0.00808080808080808,3.5,4.0,446,552,8912034,8913343
Philadelphia,Restaurants,0.003201024327784891,3.5,4.5,446,1121,8912034,8913682
Philadelphia,Restaurants,0.005787037037037037,3.5,4.5,446,423,8912034,8913818
Philadelphia,Restaurants,0.020134228187919462,3.5,4.0,446,618,8912034,8914292
Philadelphia,Restaurants,0.0068775790921595595,3.5,4.0,446,286,8912034,8914450
Philadelphia,Restaurants,0.01011029411764706,3.5,3.5,446,653,8912034,8914617
Philadelphia,Restaurants,0.00872093023255814,3.5,4.5,446,248,8912034,8914618
Philadelphia,Restaurants,0.0075528700906344415,3.5,3.0,446,221,8912034,8915189
Philadelphia,Restaurants,0.01730769230769231,3.5,3.5,446,1141,8912034,8915262
