City,Category,Jaccard,b1_stars,b2_stars,b1_rev,b2_rev,b1_id,b2_id
Philadelphia,Restaurants,0.007320644216691069,4.0,3.5,245,443,8905937,8916381
Philadelphia,Restaurants,0.011177347242921014,4.0,3.5,245,1112,8905937,8916870
Philadelphia,Restaurants,0.009987515605493134,4.5,4.0,205,604,8905941,8906365
Philadelphia,Restaurants,0.016867469879518072,4.5,4.0,205,217,8905941,8906445
Philadelphia,Restaurants,0.01675977653631285,4.5,4.5,205,159,8905941,8907057
Philadelphia,Restaurants,0.0091324200913242,4.5,4.5,205,458,8905941,8907314
Philadelphia,Restaurants,0.029239766081871343,4.5,4.0,205,323,8905941,8907359
Philadelphia,Restaurants,0.011258955987717503,4.5,4.0,205,783,8905941,8907859
Philadelphia,Restaurants,0.011061946902654867,4.5,4.0,205,252,8905941,8908688
Philadelphia,Restaurants,0.017786561264822136,4.5,4.5,205,310,8905941,8909174
Philadelphia,Restaurants,0.011097410604192354,4.5,3.5,205,615,8905941,8909302
Philadelphia,Restaurants,0.01079913606911447,4.5,4.0,205,263,8905941,8910097
Philadelphia,Restaurants,0.009009009009009009,4.5,4.5,205,579,8905941,8910652
Philadelphia,Restaurants,0.005382131324004306,4.5,4.0,205,729,8905941,8910923
Philadelphia,Restaurants,0.012239902080783354,4.5,4.0,205,622,8905941,8911175
Philadelphia,Restaurants,0.013636363636363636,4.5,4.5,205,241,8905941,8912425
Philadelphia,Restaurants,0.01597444089456869,4.5,3.5,205,113,8905941,8912521
Philadelphia,Restaurants,0.009861932938856016,4.5,3.5,205,307,8905941,8912747
Philadelphia,Restaurants,0.009202453987730062,4.5,3.5,205,453,8905941,8912751
Philadelphia,Restaurants,0.018306636155606407,4.5,4.0,205,240,8905941,8913062
Philadelphia,Restaurants,0.019940179461615155,4.5,4.0,205,818,8905941,8913089
Philadelphia,Restaurants,0.009333333333333334,4.5,4.0,205,552,8905941,8913343
Philadelphia,Restaurants,0.021238938053097345,4.5,4.5,205,372,8905941,8913657
Philadelphia,Restaurants,0.012213740458015267,4.5,4.5,205,1121,8905941,8913682
Philadelphia,Restaurants,0.006112469437652812,4.5,4.0,205,618,8905941,8914292
Philadelphia,Restaurants,0.012371134020618556,4.5,4.0,205,286,8905941,8914450
Philadelphia,Restaurants,0.004477611940298508,4.5,3.5,205,1141,8905941,8915262
Philadelphia,Restaurants,0.007380073800738007,4.5,4.0,205,614,8905941,8916040
Philadelphia,Restaurants,0.007776049766718507,4.5,3.5,205,443,8905941,8916381
Philadelphia,Restaurants,0.013076923076923076,4.5,3.5,205,1112,8905941,8916870
Philadelphia,Restaurants,0.012693935119887164,4.0,3.5,65,653,8905950,8914617
Philadelphia,Restaurants,0.010893246187363835,3.0,4.5,41,423,8905953,8913818
Philadelphia,Restaurants,0.007614213197969543,3.5,4.0,65,729,8905957,8910923
Philadelphia,Restaurants,0.02,3.5,4.5,65,241,8905957,8912425
Philadelphia,Restaurants,0.009819967266775777,3.5,4.0,65,552,8905957,8913343
Philadelphia,Restaurants,0.010221465076660987,3.5,4.5,65,1121,8905957,8913682
Philadelphia,Restaurants,0.007374631268436578,3.5,4.0,65,618,8905957,8914292
Philadelphia,Restaurants,0.005838198498748957,3.5,3.5,65,1141,8905957,8915262
Philadelphia,Restaurants,0.012062726176115802,3.0,4.0,56,783,8906004,8907859
Philadelphia,Restaurants,0.0165016501650165,3.0,4.0,56,252,8906004,8908688
Philadelphia,Restaurants,0.015625,3.0,3.0,56,334,8906004,8912475
Philadelphia,Restaurants,0.033582089552238806,3.0,3.0,56,221,8906004,8915189
Philadelphia,Restaurants,0.030120481927710843,3.0,2.5,56,115,8906004,8915254
Philadelphia,Restaurants,0.016025641025641024,3.0,4.0,56,261,8906004,8916029
Philadelphia,Restaurants,0.009036144578313253,3.0,4.0,56,614,8906004,8916040
Philadelphia,Restaurants,0.0059665871121718375,3.0,3.5,56,787,8906004,8916282
Philadelphia,Restaurants,0.006029285099052541,3.0,3.5,56,1112,8906004,8916870
Philadelphia,Restaurants,0.006666666666666667,3.0,4.0,137,618,8906052,8906294
Philadelphia,Restaurants,0.014005602240896359,3.0,3.0,137,225,8906052,8911117
Philadelphia,Restaurants,0.02512562814070352,3.0,4.0,137,67,8906052,8911637
Philadelphia,Restaurants,0.012903225806451613,3.0,3.0,137,334,8906052,8912475
Philadelphia,Restaurants,0.014106583072100314,3.0,4.5,137,510,8906052,8912696
Philadelphia,Restaurants,0.012006861063464836,3.0,3.5,137,453,8906052,8912751
Philadelphia,Restaurants,0.010263929618768328,3.0,4.0,137,552,8906052,8913343
Philadelphia,Restaurants,0.01478494623655914,3.0,4.0,137,618,8906052,8914292
Philadelphia,Restaurants,0.003927729772191673,3.0,3.5,137,1141,8906052,8915262
Philadelphia,Restaurants,0.00544069640914037,3.0,3.5,137,787,8906052,8916282
Philadelphia,Restaurants,0.010452961672473868,3.0,3.5,137,443,8906052,8916381
Philadelphia,Restaurants,0.0064464141821112,3.0,3.5,137,1112,8906052,8916870
Philadelphia,Restaurants,0.007927519818799546,4.5,4.0,72,818,8906073,8913089
Philadelphia,Restaurants,0.005054759898904802,4.5,4.5,72,1121,8906073,8913682
Philadelphia,Restaurants,0.010269576379974325,4.5,4.0,183,604,8906157,8906365
Philadelphia,Restaurants,0.014534883720930232,4.5,4.0,183,166,8906157,8906446
Philadelphia,Restaurants,0.02242152466367713,4.5,4.0,183,273,8906157,8909446
Philadelphia,Restaurants,0.014583333333333334,4.5,4.0,183,304,8906157,8909466
Philadelphia,Restaurants,0.012919896640826873,4.5,3.5,183,209,8906157,8910869
Philadelphia,Restaurants,0.008771929824561403,4.5,4.0,183,622,8906157,8911175
Philadelphia,Restaurants,0.018867924528301886,4.5,4.0,183,249,8906157,8911906
Philadelphia,Restaurants,0.015060240963855422,4.5,4.0,183,154,8906157,8912997
Philadelphia,Restaurants,0.007042253521126761,4.5,4.0,183,818,8906157,8913089
Philadelphia,Restaurants,0.00684931506849315,4.5,4.0,183,552,8906157,8913343
Philadelphia,Restaurants,0.010882708585247884,4.5,3.5,183,653,8906157,8914617
Philadelphia,Restaurants,0.006844106463878327,4.5,3.5,183,1141,8906157,8915262
Philadelphia,Restaurants,0.007585335018963337,4.5,4.0,183,614,8906157,8916040
Philadelphia,Restaurants,0.011308562197092083,4.5,3.5,183,443,8906157,8916381
Philadelphia,Restaurants,0.020905923344947737,4.5,2.5,183,110,8906157,8916632
Philadelphia,Restaurants,0.005434782608695652,4.5,3.5,183,1112,8906157,8916870
Philadelphia,Restaurants,0.006067961165048544,4.0,4.0,46,783,8906171,8907859
Philadelphia,Restaurants,0.03546099290780142,4.0,3.5,46,100,8906171,8911314
Philadelphia,Restaurants,0.011583011583011582,4.5,4.5,66,458,8906196,8907314
Philadelphia,Restaurants,0.024930747922437674,4.5,4.0,66,304,8906196,8909466
Philadelphia,Restaurants,0.010670731707317074,3.0,4.0,178,485,8906198,8907048
Philadelphia,Restaurants,0.0062827225130890054,3.0,4.0,178,783,8906198,8907859
Philadelphia,Restaurants,0.011210762331838564,3.0,4.0,178,273,8906198,8909446
Philadelphia,Restaurants,0.009708737864077669,3.0,3.5,178,446,8906198,8912034
Philadelphia,Restaurants,0.011135857461024499,3.0,2.5,178,276,8906198,8912202
Philadelphia,Restaurants,0.011217948717948718,3.0,3.5,178,453,8906198,8912751
Philadelphia,Restaurants,0.01015228426395939,3.0,4.0,178,618,8906198,8914292
Philadelphia,Restaurants,0.012180267965895249,3.0,3.5,178,653,8906198,8914617
Philadelphia,Restaurants,0.009181331293037491,3.0,3.5,178,1141,8906198,8915262
Philadelphia,Restaurants,0.005208333333333333,3.0,3.5,178,787,8906198,8916282
Philadelphia,Restaurants,0.013050570962479609,3.0,3.5,178,443,8906198,8916381
Philadelphia,Restaurants,0.0176678445229682,3.0,2.5,178,110,8906198,8916632
Philadelphia,Restaurants,0.005455962587685113,3.0,3.5,178,1112,8906198,8916870
Philadelphia,Restaurants,0.006230529595015576,4.0,4.5,618,351,8906294,8906331
Philadelphia,Restaurants,0.019182652210175146,4.0,4.0,618,604,8906294,8906365
Philadelphia,Restaurants,0.011612903225806452,4.0,4.0,618,166,8906294,8906446
Philadelphia,Restaurants,0.02244039270687237,4.0,3.5,618,111,8906294,8906653
Philadelphia,Restaurants,0.009210526315789473,4.0,3.5,618,149,8906294,8906788
Philadelphia,Restaurants,0.011926605504587157,4.0,4.0,618,485,8906294,8907048
Philadelphia,Restaurants,0.007782101167315175,4.0,4.5,618,159,8906294,8907057
Philadelphia,Restaurants,0.04671857619577308,4.0,4.0,618,323,8906294,8907359
Philadelphia,Restaurants,0.012091898428053204,4.0,4.0,618,219,8906294,8907574
Philadelphia,Restaurants,0.00904977375565611,4.0,4.0,618,51,8906294,8907842
Philadelphia,Restaurants,0.013748191027496382,4.0,4.0,618,783,8906294,8907859
Philadelphia,Restaurants,0.0059031877213695395,4.0,4.0,618,234,8906294,8908888
Philadelphia,Restaurants,0.014207650273224045,4.0,4.5,618,310,8906294,8909174
Philadelphia,Restaurants,0.017326732673267328,4.0,3.5,618,615,8906294,8909302
Philadelphia,Restaurants,0.016210739614994935,4.0,3.5,618,385,8906294,8909394
Philadelphia,Restaurants,0.007918552036199095,4.0,4.0,618,273,8906294,8909446
Philadelphia,Restaurants,0.009857612267250822,4.0,4.0,618,304,8906294,8909466
Philadelphia,Restaurants,0.0125,4.0,4.5,618,192,8906294,8909971
Philadelphia,Restaurants,0.01034928848641656,4.0,4.5,618,163,8906294,8910009
Philadelphia,Restaurants,0.011056511056511056,4.0,4.5,618,205,8906294,8910267
Philadelphia,Restaurants,0.007239819004524887,4.0,4.0,618,495,8906294,8910272
Philadelphia,Restaurants,0.01592356687898089,4.0,3.5,618,339,8906294,8910355
Philadelphia,Restaurants,0.007614213197969543,4.0,4.0,618,176,8906294,8910491
Philadelphia,Restaurants,0.00927487352445194,4.0,4.5,618,579,8906294,8910652
Philadelphia,Restaurants,0.01968205904617714,4.0,4.0,618,729,8906294,8910923
Philadelphia,Restaurants,0.015018773466833541,4.0,4.5,618,193,8906294,8911004
Philadelphia,Restaurants,0.009580838323353293,4.0,3.0,618,225,8906294,8911117
Philadelphia,Restaurants,0.017227235438884332,4.0,4.0,618,622,8906294,8911175
Philadelphia,Restaurants,0.008438818565400843,4.0,4.0,618,338,8906294,8911232
Philadelphia,Restaurants,0.008333333333333333,4.0,4.0,618,108,8906294,8911800
Philadelphia,Restaurants,0.004721435316336166,4.0,3.5,618,446,8906294,8912034
Philadelphia,Restaurants,0.020190023752969122,4.0,4.5,618,241,8906294,8912425
Philadelphia,Restaurants,0.006342494714587738,4.0,3.0,618,334,8906294,8912475
Philadelphia,Restaurants,0.014388489208633094,4.0,4.5,618,510,8906294,8912696
Philadelphia,Restaurants,0.01092896174863388,4.0,3.5,618,307,8906294,8912747
Philadelphia,Restaurants,0.010377358490566037,4.0,3.5,618,453,8906294,8912751
Philadelphia,Restaurants,0.007102272727272727,4.0,5.0,618,91,8906294,8912813
Philadelphia,Restaurants,0.007342143906020558,4.0,4.5,618,68,8906294,8913052
Philadelphia,Restaurants,0.008225616921269096,4.0,4.0,618,240,8906294,8913062
Philadelphia,Restaurants,0.0191625266146203,4.0,4.0,618,818,8906294,8913089
Philadelphia,Restaurants,0.005393743257820928,4.0,4.0,618,314,8906294,8913292
Philadelphia,Restaurants,0.020942408376963352,4.0,4.0,618,552,8906294,8913343
Philadelphia,Restaurants,0.009174311926605505,4.0,4.5,618,372,8906294,8913657
Philadelphia,Restaurants,0.056500607533414335,4.0,4.5,618,1121,8906294,8913682
Philadelphia,Restaurants,0.006105006105006105,4.0,4.5,618,206,8906294,8913737
Philadelphia,Restaurants,0.006075334143377886,4.0,4.0,618,210,8906294,8913802
Philadelphia,Restaurants,0.004826254826254826,4.0,4.5,618,423,8906294,8913818
Philadelphia,Restaurants,0.007863695937090432,4.0,3.5,618,151,8906294,8913895
Philadelphia,Restaurants,0.010796221322537112,4.0,3.0,618,131,8906294,8914083
Philadelphia,Restaurants,0.015612161051766639,4.0,4.0,618,618,8906294,8914292
Philadelphia,Restaurants,0.010714285714285714,4.0,4.0,618,231,8906294,8914396
Philadelphia,Restaurants,0.011185682326621925,4.0,4.0,618,286,8906294,8914450
Philadelphia,Restaurants,0.006857142857142857,4.0,4.0,618,263,8906294,8914456
Philadelphia,Restaurants,0.017614091273018415,4.0,3.5,618,653,8906294,8914617
Philadelphia,Restaurants,0.019174041297935103,4.0,4.0,618,73,8906294,8914706
Philadelphia,Restaurants,0.00911854103343465,4.0,4.0,618,46,8906294,8914885
Philadelphia,Restaurants,0.017939814814814815,4.0,3.5,618,1141,8906294,8915262
Philadelphia,Restaurants,0.009221311475409836,4.0,3.5,618,367,8906294,8915320
Philadelphia,Restaurants,0.012552301255230125,4.0,4.0,618,108,8906294,8915497
Philadelphia,Restaurants,0.03745318352059925,4.0,4.5,618,213,8906294,8915577
Philadelphia,Restaurants,0.008027522935779817,4.0,4.0,618,261,8906294,8916029
Philadelphia,Restaurants,0.006535947712418301,4.0,4.0,618,614,8906294,8916040
Philadelphia,Restaurants,0.006514657980456026,4.0,3.5,618,618,8906294,8916061
Philadelphia,Restaurants,0.015173410404624277,4.0,3.5,618,787,8906294,8916282
Philadelphia,Restaurants,0.006641366223908918,4.0,3.5,618,443,8906294,8916381
Philadelphia,Restaurants,0.015258215962441314,4.0,3.5,618,1112,8906294,8916870
Philadelphia,Restaurants,0.015810276679841896,4.5,3.5,351,163,8906331,8906394
Philadelphia,Restaurants,0.0077279752704791345,4.5,4.0,351,301,8906331,8906743
Philadelphia,Restaurants,0.010882708585247884,4.5,4.0,351,485,8906331,8907048
Philadelphia,Restaurants,0.011904761904761904,4.5,4.5,351,159,8906331,8907057
Philadelphia,Restaurants,0.013784461152882205,4.5,4.5,351,458,8906331,8907314
Philadelphia,Restaurants,0.008982035928143712,4.5,4.0,351,323,8906331,8907359
Philadelphia,Restaurants,0.016042780748663103,4.5,4.0,351,219,8906331,8907574
Philadelphia,Restaurants,0.013404825737265416,4.5,4.0,351,783,8906331,8907859
Philadelphia,Restaurants,0.016863406408094434,4.5,4.0,351,252,8906331,8908688
Philadelphia,Restaurants,0.01386481802426343,4.5,4.0,351,234,8906331,8908888
Philadelphia,Restaurants,0.010273972602739725,4.5,3.5,351,239,8906331,8909036
Philadelphia,Restaurants,0.007621951219512195,4.5,4.5,351,310,8906331,8909174
Philadelphia,Restaurants,0.011518324607329843,4.5,3.5,351,615,8906331,8909302
Philadelphia,Restaurants,0.011345218800648298,4.5,4.0,351,273,8906331,8909446
Philadelphia,Restaurants,0.01866251944012442,4.5,4.0,351,304,8906331,8909466
Philadelphia,Restaurants,0.016826923076923076,4.5,3.5,351,72,8906331,8909878
Philadelphia,Restaurants,0.010309278350515464,4.5,3.5,351,139,8906331,8910081
Philadelphia,Restaurants,0.026755852842809364,4.5,4.0,351,263,8906331,8910097
Philadelphia,Restaurants,0.00954653937947494,4.5,4.0,351,495,8906331,8910272
Philadelphia,Restaurants,0.008771929824561403,4.5,3.5,351,339,8906331,8910355
Philadelphia,Restaurants,0.026490066225165563,4.5,4.5,351,579,8906331,8910652
Philadelphia,Restaurants,0.014492753623188406,4.5,3.5,351,209,8906331,8910869
Philadelphia,Restaurants,0.011235955056179775,4.5,4.0,351,729,8906331,8910923
Philadelphia,Restaurants,0.008290155440414507,4.5,4.0,351,622,8906331,8911175
Philadelphia,Restaurants,0.011747430249632892,4.5,4.0,351,338,8906331,8911232
Philadelphia,Restaurants,0.02188183807439825,4.5,3.5,351,116,8906331,8912087
Philadelphia,Restaurants,0.021153846153846155,4.5,3.5,351,180,8906331,8912314
Philadelphia,Restaurants,0.008517887563884156,4.5,4.5,351,241,8906331,8912425
Philadelphia,Restaurants,0.015873015873015872,4.5,3.5,351,97,8906331,8912453
Philadelphia,Restaurants,0.015330188679245283,4.5,4.5,351,510,8906331,8912696
Philadelphia,Restaurants,0.006257822277847309,4.5,3.5,351,453,8906331,8912751
Philadelphia,Restaurants,0.008532423208191127,4.5,4.0,351,240,8906331,8913062
Philadelphia,Restaurants,0.024539877300613498,4.5,4.0,351,818,8906331,8913089
Philadelphia,Restaurants,0.009487666034155597,4.5,4.0,351,181,8906331,8913222
Philadelphia,Restaurants,0.010638297872340425,4.5,4.0,351,314,8906331,8913292
Philadelphia,Restaurants,0.014606741573033709,4.5,4.0,351,552,8906331,8913343
Philadelphia,Restaurants,0.011065006915629323,4.5,4.5,351,380,8906331,8913597
Philadelphia,Restaurants,0.03581661891117478,4.5,4.5,351,372,8906331,8913657
Philadelphia,Restaurants,0.00821917808219178,4.5,4.5,351,1121,8906331,8913682
Philadelphia,Restaurants,0.008992805755395683,4.5,4.0,351,210,8906331,8913802
Philadelphia,Restaurants,0.009126466753585397,4.5,4.5,351,423,8906331,8913818
Philadelphia,Restaurants,0.008324661810613945,4.5,4.0,351,618,8906331,8914292
Philadelphia,Restaurants,0.010416666666666666,4.5,4.0,351,231,8906331,8914396
Philadelphia,Restaurants,0.012718600953895072,4.5,4.0,351,286,8906331,8914450
Philadelphia,Restaurants,0.015254237288135594,4.5,4.5,351,248,8906331,8914618
Philadelphia,Restaurants,0.02100840336134454,4.5,4.5,351,135,8906331,8914668
Philadelphia,Restaurants,0.00878972278566599,4.5,3.5,351,1141,8906331,8915262
Philadelphia,Restaurants,0.008237232289950576,4.5,4.0,351,261,8906331,8916029
Philadelphia,Restaurants,0.012591815320041973,4.5,4.0,351,614,8906331,8916040
Philadelphia,Restaurants,0.012455516014234875,4.5,3.5,351,787,8906331,8916282
Philadelphia,Restaurants,0.02056555269922879,4.5,3.5,351,443,8906331,8916381
Philadelphia,Restaurants,0.013043478260869565,4.5,4.0,351,115,8906331,8916759
Philadelphia,Restaurants,0.031007751937984496,4.5,3.5,351,1112,8906331,8916870
Philadelphia,Restaurants,0.009210526315789473,4.0,3.5,604,163,8906365,8906394
Philadelphia,Restaurants,0.012330456226880395,4.0,4.0,604,217,8906365,8906445
Philadelphia,Restaurants,0.0158311345646438,4.0,4.0,604,166,8906365,8906446
Philadelphia,Restaurants,0.009887005649717515,4.0,3.5,604,111,8906365,8906653
Philadelphia,Restaurants,0.00938337801608579,4.0,3.5,604,149,8906365,8906788
Philadelphia,Restaurants,0.009077155824508321,4.0,2.5,604,63,8906365,8906873
Philadelphia,Restaurants,0.013023255813953489,4.0,4.0,604,485,8906365,8907048
Philadelphia,Restaurants,0.009259259259259259,4.0,4.5,604,159,8906365,8907057
Philadelphia,Restaurants,0.023178807947019868,4.0,4.0,604,323,8906365,8907359
Philadelphia,Restaurants,0.013546798029556651,4.0,4.0,604,219,8906365,8907574
Philadelphia,Restaurants,0.012408759124087591,4.0,4.0,604,783,8906365,8907859
Philadelphia,Restaurants,0.008244994110718492,4.0,4.0,604,252,8906365,8908688
Philadelphia,Restaurants,0.010856453558504222,4.0,4.0,604,234,8906365,8908888
Philadelphia,Restaurants,0.008373205741626795,4.0,3.5,604,239,8906365,8909036
Philadelphia,Restaurants,0.005500550055005501,4.0,4.5,604,310,8906365,8909174
Philadelphia,Restaurants,0.018379281537176273,4.0,3.5,604,615,8906365,8909302
Philadelphia,Restaurants,0.01331967213114754,4.0,3.5,604,385,8906365,8909394
Philadelphia,Restaurants,0.008045977011494253,4.0,4.0,604,273,8906365,8909446
Philadelphia,Restaurants,0.00776914539400666,4.0,4.0,604,304,8906365,8909466
Philadelphia,Restaurants,0.007246376811594203,4.0,4.5,604,91,8906365,8909563
Philadelphia,Restaurants,0.008141112618724558,4.0,3.5,604,139,8906365,8910081
Philadelphia,Restaurants,0.008728179551122194,4.0,4.5,604,205,8906365,8910267
Philadelphia,Restaurants,0.0054894784995425435,4.0,4.0,604,495,8906365,8910272
Philadelphia,Restaurants,0.006711409395973154,4.0,3.5,604,146,8906365,8910318
Philadelphia,Restaurants,0.023887079261672096,4.0,3.5,604,339,8906365,8910355
Philadelphia,Restaurants,0.0064516129032258064,4.0,4.0,604,176,8906365,8910491
Philadelphia,Restaurants,0.02070750647109577,4.0,4.5,604,579,8906365,8910652
Philadelphia,Restaurants,0.01625,4.0,3.5,604,209,8906365,8910869
Philadelphia,Restaurants,0.01600609756097561,4.0,4.0,604,729,8906365,8910923
Philadelphia,Restaurants,0.010139416983523447,4.0,4.5,604,193,8906365,8911004
Philadelphia,Restaurants,0.01717791411042945,4.0,3.0,604,225,8906365,8911117
Philadelphia,Restaurants,0.020815986677768527,4.0,4.0,604,622,8906365,8911175
Philadelphia,Restaurants,0.015086206896551725,4.0,4.0,604,338,8906365,8911232
Philadelphia,Restaurants,0.02155688622754491,4.0,4.0,604,249,8906365,8911906
Philadelphia,Restaurants,0.016456921587608905,4.0,3.5,604,446,8906365,8912034
Philadelphia,Restaurants,0.010332950631458095,4.0,2.5,604,276,8906365,8912202
Philadelphia,Restaurants,0.014230271668822769,4.0,3.5,604,180,8906365,8912314
Philadelphia,Restaurants,0.01076555023923445,4.0,4.5,604,241,8906365,8912425
Philadelphia,Restaurants,0.010086455331412104,4.0,3.5,604,97,8906365,8912453
Philadelphia,Restaurants,0.006437768240343348,4.0,3.0,604,334,8906365,8912475
Philadelphia,Restaurants,0.012711864406779662,4.0,3.5,604,113,8906365,8912521
Philadelphia,Restaurants,0.017351598173515982,4.0,4.5,604,510,8906365,8912696
Philadelphia,Restaurants,0.01560758082497213,4.0,3.5,604,307,8906365,8912747
Philadelphia,Restaurants,0.022243713733075435,4.0,3.5,604,453,8906365,8912751
Philadelphia,Restaurants,0.007700770077007701,4.0,3.0,604,312,8906365,8912790
Philadelphia,Restaurants,0.012016021361815754,4.0,4.0,604,154,8906365,8912997
Philadelphia,Restaurants,0.0059594755661501785,4.0,4.0,604,240,8906365,8913062
Philadelphia,Restaurants,0.030434782608695653,4.0,4.0,604,818,8906365,8913089
Philadelphia,Restaurants,0.00547645125958379,4.0,4.0,604,314,8906365,8913292
Philadelphia,Restaurants,0.02120141342756184,4.0,4.0,604,552,8906365,8913343
Philadelphia,Restaurants,0.014553014553014554,4.0,4.5,604,372,8906365,8913657
Philadelphia,Restaurants,0.028622540250447227,4.0,4.5,604,1121,8906365,8913682
Philadelphia,Restaurants,0.02132998745294856,4.0,4.0,604,210,8906365,8913802
Philadelphia,Restaurants,0.006666666666666667,4.0,3.5,604,151,8906365,8913895
Philadelphia,Restaurants,0.007886435331230283,4.0,4.0,604,35,8906365,8914115
Philadelphia,Restaurants,0.02689075630252101,4.0,4.0,604,618,8906365,8914292
Philadelphia,Restaurants,0.0071174377224199285,4.0,4.5,604,245,8906365,8914380
Philadelphia,Restaurants,0.020642201834862386,4.0,4.0,604,286,8906365,8914450
Philadelphia,Restaurants,0.00580046403712297,4.0,4.0,604,263,8906365,8914456
Philadelphia,Restaurants,0.012139605462822459,4.0,3.5,604,63,8906365,8914508
Philadelphia,Restaurants,0.0128928283642224,4.0,3.5,604,653,8906365,8914617
Philadelphia,Restaurants,0.006570302233902759,4.0,3.5,604,162,8906365,8914733
Philadelphia,Restaurants,0.029498525073746312,4.0,3.5,604,1141,8906365,8915262
Philadelphia,Restaurants,0.009355509355509356,4.0,3.5,604,367,8906365,8915320
Philadelphia,Restaurants,0.0084985835694051,4.0,4.0,604,108,8906365,8915497
Philadelphia,Restaurants,0.008641975308641974,4.0,4.5,604,213,8906365,8915577
Philadelphia,Restaurants,0.007518796992481203,4.0,2.5,604,200,8906365,8916020
Philadelphia,Restaurants,0.015258215962441314,4.0,4.0,604,261,8906365,8916029
Philadelphia,Restaurants,0.014154870940882597,4.0,4.0,604,614,8906365,8916040
Philadelphia,Restaurants,0.011589403973509934,4.0,3.5,604,618,8906365,8916061
Philadelphia,Restaurants,0.01904761904761905,4.0,3.5,604,787,8906365,8916282
Philadelphia,Restaurants,0.015518913676042677,4.0,3.5,604,443,8906365,8916381
Philadelphia,Restaurants,0.007374631268436578,4.0,3.0,604,79,8906365,8916591
Philadelphia,Restaurants,0.011477761836441894,4.0,4.0,604,101,8906365,8916606
Philadelphia,Restaurants,0.009831460674157303,4.0,4.0,604,115,8906365,8916759
Philadelphia,Restaurants,0.017793594306049824,4.0,3.5,604,1112,8906365,8916870
Philadelphia,Restaurants,0.018666666666666668,3.5,4.0,163,219,8906394,8907574
Philadelphia,Restaurants,0.010683760683760684,3.5,4.0,163,783,8906394,8907859
Philadelphia,Restaurants,0.014341590612777053,3.5,3.5,163,615,8906394,8909302
Philadelphia,Restaurants,0.010822510822510822,3.5,4.0,163,304,8906394,8909466
Philadelphia,Restaurants,0.009523809523809525,3.5,4.5,163,579,8906394,8910652
Philadelphia,Restaurants,0.010080645161290322,3.5,4.0,163,338,8906394,8911232
Philadelphia,Restaurants,0.020833333333333332,3.5,3.5,163,180,8906394,8912314
Philadelphia,Restaurants,0.0196078431372549,3.5,3.5,163,97,8906394,8912453
